tenure_months,monthly_charges,support_tickets_last_90d,num_products,avg_login_frequency_per_week,churned
12.6,89.62,0,4,4.48,0
6.2,79.08,1,5,2.89,0
34.5,68.19,3,4,3.71,0
11.7,54.79,1,2,8.32,1
11.8,22.55,2,5,8.24,0
79.9,78.49,0,1,1.89,0
1.4,74.65,2,2,2.17,0
12.6,83.94,0,2,1.88,0
22.2,36.56,0,3,6.11,0
33.1,86.13,2,2,3.2,0
31.8,121.36,1,5,4.48,0
7.8,71.96,1,2,7.99,0
0.2,68.46,1,2,3.98,1
26.5,77.73,0,4,5.41,0
21.4,120.81,2,3,5.04,0
2.2,44.41,3,3,2.82,1
17.0,75.08,1,5,6.12,0
4.9,50.01,0,3,2.3,0
2.9,56.32,0,1,6.68,0
20.5,68.76,0,4,2.83,0
26.9,103.68,3,4,3.04,0
23.2,115.02,2,2,1.82,0
8.8,81.2,2,5,2.15,1
22.2,60.59,2,2,3.15,0
14.7,132.32,1,1,0.0,0
17.3,59.31,4,1,3.53,0
30.6,55.72,2,4,2.98,0
21.7,25.63,2,2,5.58,0
23.9,104.9,2,3,4.85,0
39.4,94.21,0,4,2.58,0
11.1,130.45,0,5,3.08,1
17.8,35.26,1,3,3.53,0
24.9,106.45,0,5,6.97,0
42.7,71.75,0,2,2.36,0
7.1,90.15,0,5,2.56,0
35.2,28.81,2,2,1.74,0
7.7,106.7,0,1,1.04,0
9.5,89.66,0,4,4.61,0
13.2,69.03,0,4,4.41,0
2.8,86.13,1,5,6.57,0
51.8,50.86,2,5,6.08,0
47.4,55.51,1,1,8.79,0
73.7,58.41,0,4,3.85,0
21.6,23.68,2,4,3.48,0
27.3,91.54,2,4,1.4,0
8.5,99.79,1,1,5.39,0
0.7,52.47,0,1,4.24,0
31.9,78.71,0,4,5.3,0
5.3,63.36,2,5,1.72,1
6.9,78.21,0,1,4.7,0
119.5,54.31,2,1,4.41,0
4.0,47.91,1,3,4.28,0
2.2,96.3,2,2,2.63,0
1.9,68.4,0,5,6.38,0
25.6,120.55,1,5,8.1,0
10.7,71.16,1,3,1.78,1
9.7,46.85,5,5,5.44,0
19.1,100.67,1,2,0.0,0
2.6,85.77,2,5,5.34,0
3.4,88.17,0,3,0.26,1
59.8,99.77,1,3,2.95,0
50.9,53.68,1,1,1.37,0
19.9,66.82,2,1,3.57,0
58.8,65.71,0,1,5.68,0
1.9,37.73,2,3,0.29,1
19.4,63.41,2,1,3.28,0
27.4,103.41,3,1,2.97,0
44.5,75.93,1,4,7.16,0
20.6,36.35,4,5,4.86,0
20.2,31.1,3,1,1.65,0
8.3,111.62,1,3,3.06,1
26.4,67.74,3,5,7.11,0
3.3,53.81,2,3,5.43,0
46.9,63.15,3,1,2.16,0
16.3,33.07,1,1,3.47,0
2.7,105.58,0,5,3.53,0
8.6,60.17,1,3,2.92,0
15.0,104.19,2,1,0.58,1
84.2,71.29,2,5,2.64,0
27.1,105.74,2,5,6.78,0
37.7,76.42,0,4,3.24,0
111.1,91.33,2,1,3.79,0
32.9,87.98,1,1,4.28,0
1.8,85.58,1,2,8.44,0
29.7,78.7,2,1,4.02,0
35.6,64.18,0,3,6.19,0
9.1,117.89,1,2,2.8,1
4.2,47.33,2,4,3.48,0
19.6,70.11,1,1,4.03,0
120.0,70.37,0,4,2.45,0
36.8,80.06,3,5,3.59,0
49.2,59.26,1,1,5.78,0
35.5,77.87,3,4,2.4,0
10.2,65.78,2,3,4.0,0
23.0,30.45,3,1,5.42,1
70.4,70.24,2,2,2.35,0
8.6,42.49,1,4,6.19,0
1.4,26.64,5,5,4.15,0
120.0,73.42,1,2,3.67,0
12.0,82.2,2,1,0.0,0
111.2,83.17,1,2,3.25,0
21.5,84.18,0,5,4.74,0
19.8,21.69,1,3,7.49,0
25.4,35.97,0,3,5.14,0
20.8,119.34,0,1,6.25,0
78.9,43.82,1,4,1.58,0
13.0,85.27,1,3,3.75,0
4.0,52.83,1,3,6.44,0
47.0,71.99,1,5,2.22,0
27.6,54.17,1,3,5.93,0
0.9,84.04,1,5,5.47,0
27.4,73.42,1,3,4.55,0
40.0,58.79,1,2,3.34,0
9.2,43.75,2,5,2.03,0
12.7,76.69,0,4,7.55,0
3.1,39.68,0,4,5.26,1
8.2,80.69,3,2,4.68,0
27.1,135.66,0,4,3.17,0
0.8,103.75,1,3,4.08,0
36.0,87.96,2,1,4.33,0
69.8,67.86,0,2,4.8,0
2.8,21.53,0,5,5.47,0
14.0,36.94,1,3,2.44,0
5.7,102.07,1,4,1.07,0
15.9,50.26,1,1,4.17,0
38.1,52.52,2,2,0.51,0
25.7,65.86,1,5,3.35,0
12.6,43.45,1,3,2.98,0
5.1,39.33,3,5,4.98,0
96.9,68.74,2,5,7.97,0
7.4,47.71,0,2,0.11,0
8.7,51.47,2,5,8.55,0
0.1,50.47,3,4,3.53,0
106.8,83.06,0,1,4.7,0
36.5,64.2,0,1,1.17,0
47.8,65.54,1,1,5.99,0
46.5,84.92,2,4,4.08,0
12.8,66.45,0,1,3.88,0
14.2,63.04,1,2,0.13,1
40.3,81.76,1,3,4.15,0
30.8,86.7,2,1,5.69,1
2.0,66.32,0,2,3.53,0
16.6,72.02,0,4,6.35,0
78.5,50.46,2,5,6.27,0
22.2,48.48,0,3,2.72,0
24.3,89.23,1,4,7.19,0
7.4,81.12,2,3,4.09,0
96.7,81.38,1,3,4.1,0
58.7,77.02,2,3,4.2,0
17.2,71.16,2,5,4.14,0
10.6,87.41,2,1,0.0,0
7.8,93.38,1,3,3.63,0
12.6,92.78,1,1,1.27,0
4.0,67.48,2,5,7.25,0
6.7,104.67,0,4,7.17,0
1.2,75.71,1,1,5.7,0
47.3,85.81,1,4,3.52,0
2.1,77.05,2,3,1.98,1
1.3,76.18,1,1,2.68,1
46.8,51.61,0,5,7.89,0
18.7,87.53,2,2,2.62,0
31.0,141.13,1,1,0.0,1
41.7,60.63,3,4,6.06,0
16.5,71.77,2,2,7.0,0
32.4,58.84,0,4,7.32,0
17.6,57.8,1,1,6.08,0
91.1,108.61,1,5,6.4,0
40.6,53.18,1,3,4.11,0
8.7,58.15,2,3,0.0,0
17.2,30.31,2,5,4.06,1
5.3,51.06,0,3,5.24,1
30.5,27.29,2,1,3.73,0
6.7,85.8,1,3,3.64,1
17.4,139.99,0,4,2.07,0
18.0,60.83,1,2,2.0,0
19.6,28.33,0,1,7.68,0
6.8,92.5,1,1,7.75,0
17.9,51.83,0,5,3.99,0
45.0,102.48,3,1,4.56,0
7.1,62.95,1,3,2.04,0
10.3,54.2,1,5,5.29,0
29.0,65.55,0,2,7.52,0
5.5,88.94,3,2,0.94,1
72.8,64.31,0,4,4.93,0
34.9,57.58,2,4,5.08,0
35.0,65.03,0,1,5.06,0
30.1,38.2,0,3,7.29,0
8.9,79.93,2,1,8.07,0
14.6,25.33,0,2,3.53,0
17.2,58.9,0,2,5.35,0
18.5,88.98,0,5,4.17,0
33.3,77.58,1,5,2.74,0
9.0,84.76,4,4,4.54,0
14.6,68.37,0,4,5.34,0
83.9,99.24,1,1,4.43,0
68.9,93.12,0,1,2.24,0
8.6,81.15,1,4,3.07,1
26.5,93.19,0,3,3.09,0
6.0,88.76,2,3,2.32,0
9.9,59.01,1,4,4.63,1
9.4,36.4,0,2,4.84,0
25.7,80.51,1,4,5.96,1
63.6,83.65,1,4,2.28,0
15.3,97.26,1,2,2.85,0
72.7,46.59,1,4,7.11,0
53.5,47.34,3,1,3.67,0
18.1,81.5,2,2,4.06,1
27.4,68.22,2,4,3.65,0
23.0,22.86,4,5,6.27,1
43.1,79.38,0,1,6.34,0
21.6,23.69,2,4,6.23,0
17.2,46.37,2,3,4.05,1
22.0,103.79,1,4,2.26,0
20.8,115.62,0,4,7.85,1
7.1,39.61,1,1,5.71,0
0.6,61.77,1,4,3.09,0
12.2,71.07,1,2,6.85,0
10.7,114.53,0,1,2.93,0
120.0,57.68,1,3,6.82,0
20.1,58.08,0,1,6.96,0
21.3,108.72,0,4,2.16,0
26.1,60.63,0,3,5.16,0
28.4,88.06,1,3,5.56,0
4.2,33.07,1,1,9.23,0
15.6,65.72,2,4,2.52,0
2.0,28.51,2,1,6.87,1
0.0,43.61,4,2,4.03,1
17.4,90.98,2,2,1.52,1
95.7,68.75,0,4,3.76,0
15.4,62.02,0,3,4.0,0
1.8,51.28,1,5,1.88,1
8.3,64.48,0,5,4.62,0
4.9,77.53,2,4,5.92,0
31.0,94.57,3,1,4.48,0
9.2,10.0,0,4,2.92,0
24.9,49.21,1,2,3.7,0
13.3,73.98,1,5,3.99,0
24.8,67.53,5,5,4.43,0
23.0,80.08,4,1,6.22,0
52.8,76.69,0,1,4.54,0
8.8,62.38,4,4,1.19,0
10.2,56.83,1,1,2.88,0
15.6,63.86,1,5,4.33,0
17.8,98.72,1,3,6.25,0
5.6,51.7,1,3,6.6,0
19.3,68.43,3,5,7.55,0
32.0,74.58,0,2,4.26,0
7.2,109.01,2,3,5.53,1
51.6,62.49,4,5,1.09,0
42.8,93.97,1,1,4.86,0
39.6,100.8,0,1,1.85,1
33.5,68.41,0,1,3.87,0
25.6,64.73,2,2,10.06,0
15.9,61.77,1,1,4.61,0
26.4,63.6,0,1,2.27,0
46.1,91.36,2,5,4.82,0
13.7,75.78,1,3,2.97,0
4.4,75.88,3,2,2.08,0
75.5,41.87,1,3,8.21,0
62.4,45.81,1,5,6.13,0
10.8,123.59,2,3,4.69,0
12.0,65.55,0,3,3.22,0
37.7,50.63,1,5,3.38,0
14.1,105.78,2,1,7.08,0
14.5,77.05,1,3,4.61,0
19.0,84.45,3,4,0.0,0
6.5,66.55,1,3,8.84,0
20.0,62.03,4,5,4.37,0
5.9,65.76,1,5,4.69,0
10.7,35.43,2,2,6.17,0
8.3,67.8,3,5,4.93,0
1.9,77.4,0,2,5.49,0
50.4,116.26,1,2,3.15,0
9.6,72.15,2,5,1.54,0
8.9,11.65,0,1,4.56,0
120.0,67.65,2,2,6.86,0
21.7,138.49,0,4,2.7,0
1.3,91.66,0,3,2.54,0
13.7,49.73,2,5,6.44,0
10.1,84.78,1,2,3.09,0
15.8,51.45,1,3,3.18,0
5.1,36.15,2,1,3.25,0
4.6,61.29,1,2,3.87,0
2.3,72.29,1,1,0.85,0
31.0,23.2,0,4,2.92,0
0.7,41.27,1,2,4.46,0
37.2,70.26,1,4,4.45,0
4.2,59.8,1,2,6.32,1
34.9,79.87,1,3,7.68,0
30.9,39.63,0,5,7.02,0
26.6,87.85,3,5,5.83,0
0.9,40.41,0,1,3.7,0
10.5,111.07,3,4,2.75,1
25.7,27.11,0,5,4.04,0
0.5,42.69,2,4,5.17,0
9.1,80.43,2,1,5.64,0
12.4,111.61,1,4,5.25,0
50.5,77.88,1,4,3.76,0
6.4,84.07,1,4,5.57,1
5.3,70.44,2,3,6.52,1
82.1,44.34,2,3,5.76,0
11.0,57.75,4,4,3.94,1
11.0,39.7,1,3,2.33,0
34.6,38.03,0,4,2.28,0
29.5,80.04,1,4,2.64,0
13.9,41.92,0,2,4.51,0
23.2,77.99,0,4,5.04,0
9.8,37.45,0,4,1.17,0
28.7,77.41,1,3,2.99,0
3.6,57.78,1,4,4.49,0
3.6,105.17,0,1,2.2,0
10.6,78.09,1,2,4.87,0
0.4,100.89,1,4,3.39,0
6.3,51.11,4,5,2.55,1
17.8,71.4,0,4,4.11,0
10.2,45.47,0,4,4.78,0
3.5,59.66,1,2,2.3,1
120.0,63.45,1,4,3.51,0
47.1,51.85,0,2,4.94,0
7.2,39.61,1,1,2.48,1
44.2,34.66,2,2,0.68,0
61.8,11.51,2,4,0.93,0
33.4,43.59,2,5,3.16,0
1.4,85.69,3,3,1.36,1
20.0,30.04,1,5,3.3,0
17.7,35.8,2,4,7.33,0
18.4,114.77,2,3,1.24,0
2.9,54.09,1,5,3.43,0
30.2,78.03,3,3,8.26,0
51.2,86.06,3,3,4.82,0
2.1,86.56,0,4,3.26,0
7.6,31.94,1,4,3.69,0
0.3,64.22,0,3,4.86,0
41.7,29.54,1,3,7.39,0
115.5,131.16,1,5,2.94,0
0.5,30.13,1,1,2.48,0
54.9,43.8,1,1,1.24,0
14.1,43.98,3,3,4.21,0
69.4,32.58,1,1,1.19,0
90.2,103.81,0,2,3.07,0
38.9,130.56,2,3,2.18,1
3.2,58.11,1,3,6.15,0
19.2,36.99,1,2,2.98,0
4.5,14.08,1,2,4.79,0
113.6,63.9,0,4,0.79,0
15.4,62.09,1,5,4.26,0
6.1,53.72,2,4,1.59,1
8.6,75.53,0,3,3.15,0
81.0,79.88,3,1,8.42,0
2.8,78.08,3,2,5.86,0
31.5,62.1,0,3,3.74,1
53.1,42.46,4,2,10.4,0
12.5,86.65,0,4,2.17,0
26.2,70.31,0,2,6.33,1
19.5,92.21,1,5,0.93,1
14.7,89.75,1,2,3.51,0
12.3,34.46,3,3,1.3,0
1.7,34.14,1,4,4.51,0
8.2,51.11,2,2,4.11,1
4.7,43.59,0,4,3.38,0
14.5,88.88,5,3,6.18,0
33.7,78.78,1,4,2.87,0
6.5,97.48,1,3,4.65,0
7.9,79.91,2,5,5.64,0
9.4,75.22,1,4,1.03,1
37.6,99.99,2,1,2.5,0
47.9,81.74,1,3,4.11,0
3.6,71.7,1,5,5.26,0
56.1,107.01,0,2,6.84,0
36.9,72.88,0,3,3.57,0
2.3,62.39,2,4,3.37,1
26.5,49.05,0,2,2.25,0
21.5,87.58,3,3,4.66,1
17.9,100.93,1,3,3.41,0
1.9,68.74,1,1,3.45,0
25.0,102.7,0,1,3.81,0
18.7,20.75,1,3,5.1,0
7.5,68.61,1,1,2.87,0
14.3,69.0,2,5,2.46,0
35.3,51.83,2,3,4.86,0
1.1,129.6,2,4,0.0,1
13.1,68.35,0,2,2.79,0
44.1,59.81,1,2,1.7,0
13.5,70.65,3,3,6.41,0
47.0,19.93,1,4,3.12,0
4.3,51.0,1,2,2.88,0
35.4,94.58,2,2,3.9,0
66.7,54.28,3,1,2.81,0
3.7,49.28,0,3,3.19,0
42.3,102.74,1,4,4.19,0
7.3,103.51,1,3,3.16,0
2.9,82.92,2,2,3.14,1
2.5,58.62,1,2,1.98,0
12.5,64.01,0,2,1.69,0
0.3,49.9,2,2,4.12,0
6.8,45.13,2,2,4.61,0
12.5,43.89,0,5,1.14,0
14.1,54.55,0,2,5.52,0
5.6,44.13,0,2,5.53,0
9.2,30.91,3,4,5.95,0
4.8,75.49,2,5,4.6,0
6.7,75.86,0,3,5.27,0
28.7,112.52,1,4,8.37,0
12.8,53.29,0,1,3.4,1
32.8,77.4,2,3,1.91,0
6.6,77.82,2,1,0.93,0
0.7,63.65,1,1,7.51,0
18.5,88.61,0,3,7.54,0
30.2,89.38,1,2,2.15,0
2.4,78.19,0,1,2.55,1
27.2,63.61,1,1,3.35,0
2.9,61.06,3,4,6.45,0
8.6,35.81,1,3,1.43,0
19.6,49.85,1,2,0.07,1
2.4,54.45,1,5,8.34,0
23.4,41.9,2,2,4.62,0
18.3,81.0,1,5,4.91,0
25.7,99.92,1,2,3.59,0
1.9,47.3,2,1,4.93,0
7.0,77.09,1,1,0.97,0
39.5,44.15,3,2,2.32,0
0.6,62.38,0,1,4.21,0
41.8,52.74,4,1,0.0,0
31.3,85.05,3,2,3.39,0
2.3,53.03,2,5,3.27,1
4.0,95.29,0,2,3.39,0
36.1,63.86,3,2,2.9,0
15.8,53.76,0,5,2.01,0
13.2,38.67,0,2,0.36,0
7.5,76.33,3,5,4.29,0
13.7,92.38,2,4,3.4,0
10.6,76.83,2,5,1.25,1
12.7,125.97,0,3,4.13,0
42.6,105.74,4,3,3.41,0
0.8,62.31,2,2,3.08,0
52.5,62.05,1,3,0.0,0
8.1,81.74,1,4,5.37,0
8.0,49.05,1,5,1.53,0
27.2,99.16,1,1,4.13,0
47.1,79.04,0,1,2.38,0
19.6,76.41,2,1,3.22,0
6.6,87.17,0,4,6.3,0
2.6,113.07,1,1,5.06,0
13.0,74.27,0,5,6.26,0
1.9,67.17,4,2,4.66,0
45.7,107.72,3,2,4.79,0
8.3,94.19,1,5,0.44,0
31.0,61.98,1,4,3.36,0
39.3,70.13,1,3,3.55,0
20.6,74.88,2,5,6.45,0
31.8,79.05,0,4,2.99,0
20.0,36.09,0,4,4.53,0
10.2,31.44,2,2,4.45,0
